key,source,target
GraphLiteral/3263729578,Жалюзи изменились на 10/20,
GraphLiteral/4064118602,Скачок,
GraphLiteral/2726531319,Blockalldynamic,
GraphLiteral/3925431498,BlockProjectileOverlapdinoplayer,
GraphLiteral/2120577537,Заблокирован столкновения слишком долго!,
GraphLiteral/3718840993,Кровь визуальные,
GraphLiteral/266579968,"Blueprint '/Game/Aberration/corebluePrints/buffs/buff_zipline_base.buff_zipline_base'",
GraphLiteral/1385531717,"Blueprint '/game/primalearth/coreblueprints/buffs/buff_bugrepel.buff_bugrepel'",
GraphLiteral/2928570740,Доска,
GraphLiteral/2804815876,Доска {0},
GraphLiteral/1752757655,ИнтернатРозетка,
GraphLiteral/3323572728,Высокая история Боба,
GraphLiteral/914863260,Небылицы Боба,
GraphLiteral/4276701030,"Боб: (стон) Прежде чем мы продолжим, я подумал, может, ты хочешь сообщить отцу, куда ты сбежал?",
GraphLiteral/739137105,"Боб: (стон)... Ты просто сидишь спокойно, пока твой Унка Боб думает, как рассказать следующую часть, не вызывая кошмаров.",
GraphLiteral/1503196133,"Боб: (сглатывает) Да, ну, твой старик придет искать меня и узнает, что я навёл тебя на кошмары.",
GraphLiteral/4222831706,Боб: (вздох),
GraphLiteral/467244632,"Боб: ...Я нашел место, которое стоит во что-то превратить.",
GraphLiteral/4164041452,"Боб: ...и тебе всегда нужно быть рядом с теми, кто тебя поддерживает.",
GraphLiteral/3169615996,Боб: ...но именно это сработало для меня на Острове.,
GraphLiteral/165880501,Боб: ...как будто мы были на самом большом в мире «Tilt-A-Whirl»!,
GraphLiteral/457784444,Боб: ...что-то в небе.,
GraphLiteral/3648962111,"Боб: ...пока я не заметил пещеру, похожую на Землю Обетованную.",
GraphLiteral/3136412820,Боб: Несколько его товарищей пытались отомстить. Это был не совсем честный бой.,
GraphLiteral/4199719000,Боб: Намного хуже.,
GraphLiteral/2424706615,"Боб: О том, почему большой человек... думает именно так.",
GraphLiteral/2628921729,"Боб: После того, как я напился из задниц насекомых, я решил попробовать одну из верблюжьих ящериц, которых я видел, ковыляющих вокруг песочницы.",
GraphLiteral/1168101736,"Боб: После того, как я не позволил жукам обыскать эту станцию, я думаю, я подумал, может быть...",
GraphLiteral/188534300,"Боб: Увидев эти руины вблизи, мы решили, что, вероятно, нам пора идти дальше.",
GraphLiteral/1968676041,"Боб: Хорошо, тогда. Начнем с самого начала, с далекого тропического острова, окруженного сверкающей голубой водой.",
GraphLiteral/255987767,"Боб: Почти так, как будто они знали друг друга раньше. Наверное, еще больше этой «будущей» чепухи, от которой у меня болит голова.",
GraphLiteral/1121570100,Боб: Я рассказываю эту историю или ты?,
GraphLiteral/803451709,"Боб: И я, ну, ну, нет хорошего способа сказать это, я отпил из него глоток.",
GraphLiteral/326758900,Боб: И приготовил все наверху. Вся поверхность Ковчега загорелась.,
GraphLiteral/3158061692,"Боб: И это было первое место, где я столкнулся с ней...",
GraphLiteral/1530568634,"Боб: И она говорит мне: «Боб, ты величайший парень на свете! Ты должен остаться в живых, чтобы спасти всех!»",
GraphLiteral/1161012909,Боб: И тут появилась мама — настоящий дракон.,
GraphLiteral/1083500800,Боб: А потом мы избавили этого извращенного урода от его страданий... и наших.,
GraphLiteral/3039370591,Боб: И... там тоже хранились люди.,
GraphLiteral/3931637495,"Боб: В любом случае, как бы вы это ни называли, это вызвало настоящий переполох.",
GraphLiteral/2166662602,"Боб: В любом случае да, было слишком жарко, чтобы так бегать. И я быстро сгорел.",
GraphLiteral/2354957822,"Боб: В любом случае, никогда не догадаешься, кто отвечал за их наряд.",
GraphLiteral/3843963562,"Боб: В любом случае, думаю, я наконец-то ударил одного по голове достаточно раз, чтобы он подумал, что мы приятели.",
GraphLiteral/1759393504,"Боб: В любом случае, прежде чем я смог поймать этих двух яйцеголовых, все это место начало вращаться и трястись на куски...",
GraphLiteral/513316244,"Боб: Поначалу там все было скорее странно, чем страшно, как будто что-то из забавных страниц.",
GraphLiteral/1291607196,"Боб: Хорошая девочка. Потому что следующий момент, ну...",
GraphLiteral/1157656235,Боб: Оу... не лучше ли тебе услышать эту историю от самого большого парня?,
GraphLiteral/685434472,"Боб: Радуйся, что ты стал разборчивым, малыш. Это значит, что вы сыты.",
GraphLiteral/2117303239,"Боб: Поверьте, он говорил за всех нас, когда сказал, что хочет вообще забыть об этом месте...",
GraphLiteral/2294938389,"Боб: Big Bug Bandit потянулся за своим пистолетом, но я вытащил его быстрее.",
GraphLiteral/750004312,"Боб: Но, должно быть, во время нашей драки меня опрокинули по голове, потому что я не очень хорошо помню следующую часть.",
GraphLiteral/1154032586,"Боб: Но прежде чем я успел придумать план, как спасти нас, появилась эта сумасшедшая ведьма пустыни с... драконом!",
GraphLiteral/1546825345,"Боб: Но прежде чем Сантьяго взял нас наверх, нам пришлось одеться в их блестящие доспехи будущего.",
GraphLiteral/3851837135,"Боб: Но, возможно, это история для другого раза. Я имею в виду, что тебе нужны кое-какие дела, чтобы вернуться...",
GraphLiteral/4292376455,"Боб: Но какой бы ни была опасность, Бобу все же удалось показать диким и шерстистым пустошам, кто здесь хозяин.",
GraphLiteral/1564678590,Боб: Будьте осторожны со своими желаниями. Там все стало странным и темным...,
GraphLiteral/3267424469,"Боб: Клоны. Копии нас самих, но с нашими воспоминаниями и, я не знаю, может быть, и с нашими душами.",
GraphLiteral/2095528722,"Боб: Дорогая, ты и половины не знаешь.",
GraphLiteral/157098053,Боб: Мне это не очень понравилось. Я никогда так хорошо не загорала.,
GraphLiteral/1775501670,"Боб: В частности, Док Роквелл продолжал забредать все глубже и глубже, и я не мог за ним присматривать.",
GraphLiteral/660781878,"Боб: Не думаю, что Диана доверяла старине Доку Роквеллу.",
GraphLiteral/3789753106,"Боб: Эээ, нет... Я имею в виду, будущее для меня. Но откуда мне знать, я всего лишь какой-то хряк, купивший большую машину в 1944 году.",
GraphLiteral/160698528,Боб: Специально для бедного Дока Роквелла.,
GraphLiteral/3427144518,"Боб: Даже в броне нам пришлось ждать, пока с наступлением темноты все остынет, прежде чем мы сможем последовать за твоим отцом на улицу.",
GraphLiteral/573863496,Боб: Семья должна держаться вместе.,
GraphLiteral/1504519051,"Боб: Фигура речи, дорогая. Значит, нам предстоит устроить добрую старомодную перестрелку!",
GraphLiteral/686419629,Боб: Меня устраивает.,
GraphLiteral/1014037949,"Боб: Хорошо. Вы просто сидите молча, пока ваш Унка Боб думает, как рассказать следующую часть, не вызывая кошмаров...",
GraphLiteral/1355660833,"Боб: Забавно: из-за этой тряски вокруг валялась куча вещей, которые, как я видел, мне пригодились.",
GraphLiteral/2422493423,"Боб: Спроси у Сантьяго сам, если не веришь мне.",
GraphLiteral/2452890472,Боб: У нее хорошие инстинкты.,
GraphLiteral/2226128547,"Боб: Отлично. Думаю, я просто... продолжу пересказывать правдивые истории об удивительных приключениях Боба...",
GraphLiteral/2996693214,"Боб: Заставлял меня ходить кругами, черт возьми, пытаясь найти место, где можно спрятаться.",
GraphLiteral/650883720,"Боб: Он использовал его, чтобы превратиться во что-то прямо из существа.",
GraphLiteral/4171975751,"Боб: Он был слишком занят, разглядывая блестящие игрушки, которые Люди Будущего принесли в лагерь.",
GraphLiteral/669123773,"Боб: Он также не стал слушать никого, кто пытался его предупредить.",
GraphLiteral/1503214865,"Боб: Эй, Док хотел вернуть кого-нибудь с этой штукой. У него это получилось не очень хорошо, не так ли?",
GraphLiteral/3199827534,"Боб: Эй, я говорил о том, что МНЕ снятся кошмары.",
GraphLiteral/2668795658,"Боб: Эй, я говорил о том, что мне снятся кошмары.",
GraphLiteral/1252089108,"Боб: Эй, это неплохо! И это ты здесь, с этим дураком?",
GraphLiteral/2218741562,"Боб: К тому времени он вел себя очень беспокойно, и она, похоже, беспокоилась, что он совсем сошел с ума.",
GraphLiteral/3563011291,"Боб: Он твой отец, Мика.",
GraphLiteral/2599608620,"Боб: Как насчет того, чтобы назвать это...",
GraphLiteral/3023463480,Боб: Сколько раз мы умирали и уже возвращались? Одна только мысль об этом вызвала у меня хиби-джиби.,
GraphLiteral/3787035765,Боб: Ха. Ага. Вот где мы с стариной Сантьяго встретились в первый раз!,
GraphLiteral/3472924234,Боб: Я не мог сказать «нет»… не в присутствии дам. Надо поддерживать свою репутацию и все такое.,
GraphLiteral/796674273,"Боб: У меня не было особого выбора, поэтому я позволил Ведьме повесить на меня звезду и снабдил меня надежным шестизарядным пистолетом.",
GraphLiteral/3749503911,"Боб: Я не знаю и половины того, что на самом деле там произошло.",
GraphLiteral/325643204,Боб: Я познакомил его со своими приятелями... хотя Док этого даже не заметил. ,
GraphLiteral/586923205,"Боб: Я знал, что мне конец, если я не смогу найти что-нибудь выпить, и быстро...",
GraphLiteral/3941246054,"Боб: Мне нравится думать, что мы извинились за то, что с нами связались.",
GraphLiteral/2622373807,"Боб: Я споткнулся о кучу яиц, валявшихся внутри, и подумал, что сорвал куш.",
GraphLiteral/3020650664,"Боб: На самом деле, вы будете удивлены, узнав, что вы готовы есть, когда по-настоящему голодаете.",
GraphLiteral/1619333724,Боб: Он наполнен тяжелыми воспоминаниями для старины Боба.,
GraphLiteral/1470220419,"Боб: Просто показывает: нужно быть готовым к неожиданностям и всегда держаться рядом с теми, кто тебя поддерживает.",
GraphLiteral/3221851775,Боб: Просто чтобы показать — нужно быть готовым к неожиданностям…,
GraphLiteral/2708984379,Боб: Маленькая мисс Профессор и Док не могли насытиться всем этим. Блин.,
GraphLiteral/4201271185,Боб: Здесь маленькая Мисс Профессор... и Док.,
GraphLiteral/509016839,"Боб: Маленькая мисс Профессор придавала большое значение тому, что она еще жива.",
GraphLiteral/190898507,"Боб: Заставил этого жука-кувшина подпрыгнуть на милю, не то чтобы я его виню.",
GraphLiteral/3780230035,"Боб: Может быть, это и хорошо, что ты рисуешь все те безумные шалости, которые я вытворял в старые времена.",
GraphLiteral/115547807,"Боб: Возился с какой-то ерундой, которой ему не следовало делать.",
GraphLiteral/190846452,"Боб: Может быть, это поможет мне лучше запомнить вещи в следующий раз, когда какой-нибудь ребенок начнет висеть вокруг меня, как неприятный запах...",
GraphLiteral/3496981189,Боб: Ммм... прямо как курица.,
GraphLiteral/1610555006,"Боб: Нет времени беспокоиться о том, как я там оказался и почему. Все, что я знал, это то, что мне нужно бежать в укрытие.",
GraphLiteral/3172496610,"Боб: Никто из них даже не заметил меня, прежде чем я уронил всех четверых в пыль вместе с их приятелем.",
GraphLiteral/2580669208,"Боб: Сам я не фанат, но Док Роквелл сказал: «Чтобы выжить, мне придется адаптироваться».",
GraphLiteral/2772277810,"Боб: Не совсем уверен в этом. Его людям пришлось броситься в подполье после того, как твой отец ошибся с первой попытки...",
GraphLiteral/3158152046,"Боб: Не знаю, почему я вообще слушал этого старого чудака.",
GraphLiteral/3882885799,"Боб: Возможно, я многого не знаю, и в свое время я совершил множество ошибок, но я знаю одно.",
GraphLiteral/2181789325,"Боб: Теперь, когда я привлек внимание всей банды, я отступил на несколько шагов и велел главарю банды шлепнуть кожу.",
GraphLiteral/2672333666,"Боб: Теперь, когда я стал законником на этом заброшенном аванпосте, я понял, что мне придется немного заняться борьбой с вредителями.",
GraphLiteral/1321368452,"Боб: Прежде чем судить меня по следующей части, вы должны понять, что это была ситуация жизни и смерти.",
GraphLiteral/1776813442,"Боб: Конечно, да. Но теперь мне нужно было присматривать за кем-то еще, а это может быть... ну, знаешь... утомительно.",
GraphLiteral/1988795332,"Боб: О да. Ох, извини. В любом случае, эта история может подождать...",
GraphLiteral/3952969970,"Боб: О да? Лесси, я рассказал тебе о маленькой мисс профессор Хелене и Королеве Зверей.",
GraphLiteral/822547702,"Боб: Хорошо! Ладно... А как насчет истории со шпорами, шестью стрелками и всем этим?",
GraphLiteral/1586105187,"Боб: Хорошо, хорошо! (вздох)",
GraphLiteral/805110743,Боб: Приставал ко мне из-за моих глупых историй...,
GraphLiteral/232020445,"Боб: Здесь было чертовски жарко, и вся эта чертова пыль забивалась тебе в нос.",
GraphLiteral/2595649711,"Боб: Дело в том, что мне придется стать худым и злым, если я собираюсь приручить что-нибудь в этой заброшенной пустыне!",
GraphLiteral/482139915,"Боб: Думаю, я избавлю тебя от знания того, как я придумал, как пить из этих вонючих горбов.",
GraphLiteral/3450325500,"Боб: Примерно тогда, когда я уже почти потерял надежду, я снова заметил Маленькую Мисс Профессор...",
GraphLiteral/1045701329,"Боб: Прямо сейчас тебе нужно найти что-нибудь, чтобы твой приятель Хонкер мог поесть.",
GraphLiteral/1405198490,"Боб: Говорила, что у нее и ее друзей был обычный быстро развивающийся город, пересекающий пустыню, который взорвался до чертиков...",
GraphLiteral/3042316224,"Боб: Сантьяго сказал, что «Тек» ARK был из более далекого будущего, чем его собственное время, но он все еще думал, что сможет заставить его работать на нас.",
GraphLiteral/4221039732,"Боб: Сантьяго хотел еще раз попробовать и спросил, хотим ли мы принять участие.",
GraphLiteral/667312190,"Боб: Скажи… я когда-нибудь рассказывал тебе историю о том, как мы с твоим отцом вместе всех спасали?",
GraphLiteral/4098098843,"Боб: Видите ли, это тот момент в нашей истории, когда становится темно… очень темно.",
GraphLiteral/2085936030,"Боб: Она предложила полететь с нами, чтобы мы увидели руины своими глазами. Не знаю, почему я позволил профессору и доку уговорить меня на это.",
GraphLiteral/1322485706,"Боб: Она действительно тяжело переживала то, что Роквелл сделал с ней… «хороший друг».",
GraphLiteral/3453255110,"Боб: Она была не в восторге от того, что я карабкаюсь по ее детям.",
GraphLiteral/3992177868,"Боб: Итак, я вызвал самого большого жука и сказал ему, что им лучше удрать до захода солнца, иначе я начну на них наступать.",
GraphLiteral/1033905712,"Боб: Итак, у меня все было ПОЛЬЗОВАТЕЛЬНО под контролем, прежде чем эта страшная дама показала меня в своей НЕЧУВСТВЕННОЙ броне.",
GraphLiteral/2608628571,"Боб: Полагаю, поначалу твоему старику было трудно разобраться в сумасшедшей сверхнауке, управляющей Ковчегами.",
GraphLiteral/1135158329,"Боб: Итак, к тому времени, когда твой отец догнал нас и сказал, что он придумал способ оставить этот КОВЧЕГ на Земле, все уже было кончено.",
GraphLiteral/2712213419,Боб: Вот так я прошел путь от выжимания воды из кактуса до борьбы с манти-что-то в городе-призраке.,
GraphLiteral/1121973655,"Боб: И вот я пролетел по небу, когда эта блестящая леди пролетела прямо рядом со мной...",
GraphLiteral/3335907961,"Боб: Да, на этом ARK были люди из будущего.",
GraphLiteral/1287725477,"Боб: Каким-то образом я снова кувыркался по небу, спеша направляясь куда-то еще...",
GraphLiteral/858344037,"Боб: Каким-то образом она оказалась со мной в том пыльном пятне, а это, вероятно, означало, что Док тоже где-то был где-то поблизости.",
GraphLiteral/83604240,Боб: Кто-то с того острова в джунглях. «Королева зверей» — так она называла себя.,
GraphLiteral/4111697220,"Боб: Кто-то, кто защитит обычных горожан, будь то от грабителей, бандитов или — в данном случае — от жуков-монстров.",
GraphLiteral/892704961,"Боб: Тем не менее, Диана решила остаться в лагере, в то время как две другие дамы и я отправились на сумасшедшую миссию Сантьяго.",
GraphLiteral/2471572460,Боб: Внезапно я оказался посреди этой... раскаленной пустыни.,
GraphLiteral/3597870895,"Боб: Внезапно я почувствовал, будто снова наелся соуса, только хуже.",
GraphLiteral/1665789405,"Боб: В противном случае, предположительно, космическая радиация нас бы поджарила.",
GraphLiteral/1944517071,"Боб: Конечно, ты бы сделал это. В этом проблема.",
GraphLiteral/2945448167,"Боб: Эта ведьма-дракон, похоже, была рада, что я пришел сюда...",
GraphLiteral/715599555,"Боб: На этом острове я впервые увидел здесь таких больших, тупых ящериц, как Хонкер.",
GraphLiteral/37181434,"Боб: Это не так, Мика. Послушай, может быть, старина дядя Боб сможет пролить свет на ситуацию.",
GraphLiteral/1110675774,Боб: Именно тогда снова появился старый Док Роквелл.,
GraphLiteral/2776702648,"Боб: Вот тогда-то ведьма и заговорила, чтобы рассказать нам, почему не стоит привязываться ни к какому месту.",
GraphLiteral/4238526740,"Боб: Ведьма называла это «манти-кукурузой» — или, может быть, манти-кукурузой?",
GraphLiteral/2500332005,Боб: Парню стало слишком любопытно ради его же блага...,
GraphLiteral/3117194885,"Боб: Остальные разбежались, поэтому я крикнул дамам, что выходить можно безопасно.",
GraphLiteral/3019226732,"Боб: Опять же, после того, как мы все лучше узнали друг друга, между Дианой и Сантьяго тоже что-то было...",
GraphLiteral/2091036345,"Боб: Все пошло не так, как планировалось, но нам удалось попасть в большую жуткую лабораторию с резервуарами, полными спящих животных.",
GraphLiteral/4044579319,"Боб: Эти красные пятнистые грибы были плохой новостью, но некоторые другие оказались в порядке...",
GraphLiteral/3418683261,"Боб: Эти двое казались очень близкими, пока не появился пилот из будущего. Диана. И вдруг Хелена оказалась лишней.",
GraphLiteral/384190712,"Боб: Я думал, мне конец, когда Шалтай упал замертво на меня...",
GraphLiteral/3515384117,"Боб: Оказалось, что ее городу нужен новый шериф из-за гигантских жуков, которые постоянно нападали на это место.",
GraphLiteral/2338720504,"Боб: Оказалось, что нашу Королеву Зверей поддержал целый отряд головорезов из будущего.",
GraphLiteral/3179632359,"Боб: Оказалось, она была права, не доверяя Доку Роквеллу. Он нашел немного GOOP глубоко в пещерах.",
GraphLiteral/1931297970,"Боб: Э, Мика, послушай, малыш... это просто глупые истории.",
GraphLiteral/3587033059,"Боб: Вероятно, это был более простой способ сломать тупых зверей, чем бить их по голове и насильно кормить...",
GraphLiteral/2790189098,"Боб: Было не очень приятно узнать, что мы не настоящие Боб или Сантьяго.",
GraphLiteral/2725334693,Боб: Мы едва успевали за Королевой Зверей.,
GraphLiteral/3757485571,"Боб: Мы прикрывали твоего отца, пока он делал свои дела, но прежде чем у нас появилась возможность отпраздновать...",
GraphLiteral/1706333881,"Боб: Мы влюбились в то, что казалось вечным. Оказалось, что у этой ямы все-таки есть дно.",
GraphLiteral/3201536471,"Боб: Мы получили сообщение, что в лагере произошло что-то плохое.",
GraphLiteral/4099926817,Боб: У нас был приказ выступать.,
GraphLiteral/60636768,"Боб: Нам просто нужно было посмотреть, что едят местные дикие животные.",
GraphLiteral/980503557,"Боб: Мы прощались, когда появилась эта штука.",
GraphLiteral/2236691813,"Боб: Мы были очень рады, что нам больше никогда не придется иметь с ним дело.",
GraphLiteral/1732496414,"Боб: Ну, мне немного помогли друзья.",
GraphLiteral/2943967934,"Боб: Ну, мне помогли.",
GraphLiteral/3359422999,"Боб: Ну, мне помогли НЕКОТОРЫЕ...",
GraphLiteral/2860196218,"Боб: Ну, мое имя вообще не обязательно упоминать, это все, что я говорю.",
GraphLiteral/71181613,"Боб: Ну, там ничего особенного, кроме камней и грибка, нам понадобится немного удачи.",
GraphLiteral/3262475431,"Боб: Ну да... конечно. На самом деле, можно сказать, что я был самой важной частью всей этой истории.",
GraphLiteral/1323970789,"Боб: Что ты вообще там рисуешь? Кстати, крыло там?",
GraphLiteral/910976594,"Боб: То, что осталось от бедняги.",
GraphLiteral/295421052,"Боб: Где я был? Ах, да...",
GraphLiteral/576218375,Боб: Кто знает? Это все намного превышает уровень зарплаты этого солдата.,
GraphLiteral/3788117420,"Боб: Кто бы мог подумать, что что-то настолько большое вообще может летать?",
GraphLiteral/3060961111,"Боб: Без предупреждения началась песчаная буря. Я говорю о воющем ветре, молниях.",
GraphLiteral/216595477,Боб: Разве ты не предпочел бы услышать эту историю от самого большого парня?,
GraphLiteral/3402294602,"Боб: Знаешь, малыш... рано или поздно тебе придется об этом поговорить. ",
GraphLiteral/761333300,"Боб: Да, это.",
GraphLiteral/3329755383,"Боб: Твой отец сделал что-то, что отправило нас прямо в лагерь. Но мы все еще опоздали, чтобы спасти Диану.",
GraphLiteral/471174144,"Боб: Твой отец был из «нужного времени», но мы с ним вблизи видели, как эта чушь разрушила весь чертов мир!",
GraphLiteral/3945174022,"Боб: Ага, и убежал куда-то в темноту, каким трусом он был...",
GraphLiteral/3860178824,"Боб: Потому что он знал, что мы не позволим ему сойти с рук за то, что он сделал.",
GraphLiteral/1871525552,"Боб: Потому что, когда мне показалось, что я увидел большой кувшин для виски, хлюпающий на шести ножках, я как бы потерял то, что осталось от моей гордости.",
GraphLiteral/930950490,"Боб: «По крайней мере, я сейчас не знал, где найти воду.",
GraphLiteral/1067699292,"Боб: «Особенно тот жуткий грузовой отсек, который мы нашли, полный клонов.",
GraphLiteral/3725836259,Боб: «Путешествие в центр Разрушенного КОВЧЕГА»,
GraphLiteral/848490901,БобсВысокиеСказки,
GraphLiteral/1891650406,Состав тела,
GraphLiteral/1400865579,Повреждение тела ::,
GraphLiteral/4009730899,Шаблон тела,
GraphLiteral/1852687570,Боид вне воды!!!!,
GraphLiteral/3311591767,Бомбить,
GraphLiteral/2130158371,Склеенная + Надпечатка +,
GraphLiteral/4062823149,Связано!,
GraphLiteral/3634140229,Склеивание,
GraphLiteral/1144807712,"Кость, чтобы сосредоточиться",
GraphLiteral/373233381,Повышение активируется через: <,
GraphLiteral/3177111894,Повышение активно для: <,
GraphLiteral/1979115012,Повышение доступно через: <,
GraphLiteral/2826311263,Повышение доступно!,
GraphLiteral/3315009025,Boostbonusdisplaytimer,
GraphLiteral/4286279224,Borndiveout,
GraphLiteral/1157034676,Босс,
GraphLiteral/1699911724,Актер босса недопустим !!,
GraphLiteral/1841741426,Босс существо убивает,
GraphLiteral/584973007,Босс Смерть утренник закончил. Рассказывание сервера.,
GraphLiteral/3468029037,Босс сражается,
GraphLiteral/3974230870,Местоположение босса: ,
GraphLiteral/3091320088,Босс таймер,
GraphLiteral/2347103210,Босс сражается,
GraphLiteral/2884868135,Босс доступен,
GraphLiteral/1223219779,Босс в настоящее время помолвлен.,
GraphLiteral/2769536322,Bossfightbegin,
GraphLiteral/3485452292,Bosswakeupcheck,
GraphLiteral/3375049523,Оба,
GraphLiteral/1187646604,Границы,
GraphLiteral/2631621652,Мозг остановился,
GraphLiteral/3969684234,Мозг не разоблачен,
GraphLiteral/1177489927,"Brainslug_character (bptimernondedicated): прикреплен, bhashumancontroller = {x}, имя контроллера {y}",
GraphLiteral/3761442910,"Brainslug_character (bptimerserver): прикреплен, bhashumancontroller = {x}, имя контроллера {y}, бафф с именем: {z}",
GraphLiteral/2841260682,"Brainslug_character (bptimerserver): прикреплен, bpreventofflinepvp = {x}",
GraphLiteral/3093055542,Brainslug_character --- (bpisvalidunstasiscaster: true) ---,
GraphLiteral/3409767870,"Brainslug_Character --- (BPtriggerStaSiseVent) очистил контроль, потому что noglin неправильно ставировал ---",
GraphLiteral/2915216708,Brainslug_character --- (ClearPossession) называется ---,
GraphLiteral/3185375236,Breakwebvisually_left,
GraphLiteral/2270970699,Breakwebvisually_right,
GraphLiteral/1211148070,Яркость,
GraphLiteral/3374891426,Активировать постройки в радиусе действия,
GraphLiteral/2786017119,Деактивировать постройки в радиусе действия,
GraphLiteral/433192961,Переключение построек в радиусе действия,
GraphLiteral/2803771664,Сломанный файл,
GraphLiteral/2941828644,Просмотреть моды,
GraphLiteral/3093808473,Просмотреть моды,
GraphLiteral/271119015,"Просмотрите, загружайте и управляйте модами, доступными через Curseforge. Создатели MOD могут использовать полную мощность Unreal Engine 5, чтобы создать практически все: новые существа, элементы, режимы и функции игрового процесса, а также карты.",
GraphLiteral/3360097501,Browsemods,
GraphLiteral/2340670932,Настройки кисти,
GraphLiteral/3861866946,Бафф {существо} timeStamp = {time},
GraphLiteral/3473878095,Buff {creature} {evt} timeStamp = {time},
GraphLiteral/1177719564,"Buff_brainslugcontrol (clienttick): существует, нет контроллера игрока",
GraphLiteral/1890671909,"Buff_brainslugcontrol (clienttick): существует, имеет контроллер игрока стрелка с именем {y}",
GraphLiteral/240594834,"Buff_brainslugcontrol (Servertick): существует, нет контроллера игрока",
GraphLiteral/1023130126,"Buff_brainslugcontrol (servertick): существует, имеет контроллер игрока стрелка с именем {y}",
GraphLiteral/99714202,"Buff_brainslugcontrol --- Очищенное управление, потому что Ноглин неправильно заставил ---",
GraphLiteral/1768350335,Построить иерархию,
GraphLiteral/3892250659,Наращивать,
GraphLiteral/1577494188,Клад,
GraphLiteral/30283731,Приказать зарыться,
GraphLiteral/3315520792,Бери в перезарядке!,
GraphLiteral/902547081,Приклад,
GraphLiteral/1818391562,Яблочный жир,
GraphLiteral/596264405,Кнопка 0,
GraphLiteral/2604016304,Кнопка 1,
GraphLiteral/420814864,Кнопка 10,
GraphLiteral/2307099998,Кнопка 2,
GraphLiteral/826272315,Кнопка 3,
GraphLiteral/2900939394,Кнопка 4,
GraphLiteral/341095911,Кнопка 5,
GraphLiteral/115415561,Кнопка 6,
GraphLiteral/3193797996,Кнопка 7,
GraphLiteral/3862850874,Кнопка 8,
GraphLiteral/1585580639,Кнопка 9,
GraphLiteral/2543084946,Кнопка | Установить,
GraphLiteral/963907364,Кнопка | Повязка,
GraphLiteral/3220245007,Кнопка | Войти,
GraphLiteral/730392384,Кнопка | Удалить,
GraphLiteral/3299901780,Кнопка | Обновлять,
GraphLiteral/4121307216,"Нажав""Продолжить "", вы соглашаетесь с Curseforge",
GraphLiteral/2833590479,В,
GraphLiteral/1140709332,Кэш 2D -скорость vars,
GraphLiteral/368464283,Кэш скорость вар,
GraphLiteral/856840158,Call ({value}),
GraphLiteral/918797645,Камера,
GraphLiteral/1188206626,ФОТОПЛЕНКА: ,
GraphLiteral/3371003365,Может пинг,
GraphLiteral/1635348091,Может использовать RallyPoint,
GraphLiteral/405076842,Не могу прикрепить (,
GraphLiteral/937530640,Не могу закончить заскоп (,
GraphLiteral/1087864186,Отменить Freepainting,
GraphLiteral/324152965,Отменить очередь,
GraphLiteral/67395455,ОТМЕНИТЬ СКАНИРОВАНИЕ: ,
GraphLiteral/3510933789,Пушка,
GraphLiteral/3471681811,Не может погрузиться,
GraphLiteral/1124209805,Невозможно телепортироваться: неудача на последнем шаге,
GraphLiteral/3085618722,ТЕЛЕПОРТАЦИЯ НЕВОЗМОЖНА: В РЕГИОНЕ НЕТ ТОЧЕК СПАВНА,
GraphLiteral/3712810654,Невозможно телепортироваться: точки порождения каким -то образом стали недействительными во время сортировки,
GraphLiteral/4099724561,Каноэ заземлена,
GraphLiteral/424525415,Капля кадров:,
GraphLiteral/2133397433,CD отключите расстояние,
GraphLiteral/620639566,CD Dist,
GraphLiteral/4277721380,CD IDX,
GraphLiteral/849488112,Кофейный,
GraphLiteral/1688982964,Измените режим камеры Dino:,
GraphLiteral/3708273864,Переключить страницу на группы дино,
GraphLiteral/3546416656,Изменить страницу на список отслеживания,
GraphLiteral/3910022590,Изменен стиль камеры (,
GraphLiteral/799769464,ХАРАКТЕР,
GraphLiteral/2867080986,ЗАРЯД,
GraphLiteral/2493772689,ЗАРЯД ({0}),
GraphLiteral/676180067,Стоимость прыжка (клиента): ,
GraphLiteral/2306537815,Стоимость прыжка (сервер): ,
GraphLiteral/4166563176,ЗАРЯДЫ,
GraphLiteral/99767187,Фильтр чата:,
GraphLiteral/2546038605,Чат -шоу онлайн идентификатор:,
GraphLiteral/354761017,Чит DebugMode является {0},
GraphLiteral/2169010618,Читская валидация {0},
GraphLiteral/2335098166,ПРОВЕРЯТЬ,
GraphLiteral/2096612022,Проверьте на сон,
GraphLiteral/1462722597,"Проверьте, чтобы получить след",
GraphLiteral/3377241881,Проверка на прогулку ...,
GraphLiteral/621079335,Чипсы: 2000,
GraphLiteral/3897172616,Выберите сложность,
GraphLiteral/1008381505,Выберите свою сложность,
GraphLiteral/3433192556,ЗРД,
GraphLiteral/4039824625,CIMB Run выпустил,
GraphLiteral/808163033,ПРОЗРАЧНЫЙ,
GraphLiteral/1462340593,Очистить тип предмета,
GraphLiteral/3507539454,Ясный прыжок,
GraphLiteral/29426486,Четкий владелец на бафф -контролере,
GraphLiteral/482159775,Чистый поиск,
GraphLiteral/948075429,Чистые элементы отслеживания,
GraphLiteral/410023086,КЛИЕНТ,
GraphLiteral/2398514441,Клиент Тик,
